State,LGA,LGA_Name,Medication_Type,FY24,FY23,FY22,FY21, ERP , FY24 All , FY23 All , FY22 All , FY21 All , FY24 change ,FY23 Change,FY22 Change, SA2_Code ,SA2_Name,SA3_Code,SA3_Name,SA4_name,GCCSA_NAME_2021
WA,53640,Gnowangerup,Alimentary tract and metabolism,2.05,1.99,1.93,2.11,"1,262","2,587","2,511","2,436","2,663",76,76,227,50901122901,Gnowangerup,50901,Albany,Western Australia - Wheat Belt,Rest of WA
TAS,61510,Derwent Valley,Dermatologicals,0.23,0.22,0.21,0.22,"11,236","2,584","2,472","2,360","2,472",112,112,112,60103101303,Austins Ferry - Granton,60103,Hobart - North West,Hobart,Greater Hobart
SA,47910,Tumby Bay,Blood and blood forming organs,0.89,0.94,0.87,0.85,"2,893","2,575","2,719","2,517","2,459",145,203,58,40601113009,Eyre Peninsula,40601,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
WA,57210,Plantagenet,Genito urinary system and sex hormones,0.46,0.44,0.41,0.36,"5,586","2,570","2,458","2,290","2,011",112,168,279,50901123401,Plantagenet,50901,Albany,Western Australia - Wheat Belt,Rest of WA
NSW,13660,Gwydir,"Systemic hormonal preparations, excl. sex hormones and insulins",0.52,0.42,0.36,0.35,"4,924","2,560","2,068","1,773","1,723",492,295,49,11002119209,Inverell Surrounds - East,11002,Inverell - Tenterfield,New England and North West,Rest of NSW
WA,52870,Donnybrook-Balingup,Antineoplastic and immunomodulating agents,0.4,0.33,0.29,0.26,"6,398","2,559","2,111","1,855","1,663",448,256,192,50103101801,Donnybrook - Balingup,50103,Manjimup,Bunbury,Rest of WA
WA,52870,Donnybrook-Balingup,Genito urinary system and sex hormones,0.4,0.39,0.39,0.37,"6,398","2,559","2,495","2,495","2,367",64,0,128,50103101801,Donnybrook - Balingup,50103,Manjimup,Bunbury,Rest of WA
TAS,61810,Dorset,"Systemic hormonal preparations, excl. sex hormones and insulins",0.36,0.36,0.38,0.36,"7,022","2,528","2,528","2,668","2,528",0,140,140,60203105807,Dilston - Lilydale,60203,North East,Launceston and North East,Rest of Tas.
NSW,12900,Forbes,Antineoplastic and immunomodulating agents,0.27,0.24,0.3,0.25,"9,339","2,522","2,241","2,802","2,335",280,560,467,10302106216,Condobolin,10302,Lachlan Valley,Central West,Rest of NSW
NSW,11150,Bourke,Antiinfectives for systemic use,1.07,1.17,1.17,1.07,"2,348","2,512","2,747","2,747","2,512",235,0,235,10501109201,Bourke - Brewarrina,10501,Bourke - Cobar - Coonamble,Far West and Orana,Rest of NSW
SA,48130,Wakefield,Sensory organs,0.36,0.33,0.34,0.35,"6,971","2,510","2,300","2,370","2,440",209,70,70,40502111901,Wakefield - Barunga West,40502,Lower North,Barossa - Yorke - Mid North,Rest of SA
NSW,10850,Blayney,"Systemic hormonal preparations, excl. sex hormones and insulins",0.33,0.34,0.32,0.33,"7,591","2,505","2,581","2,429","2,505",76,152,76,10304107601,Blayney,10304,Orange,Central West,Rest of NSW
WA,53150,East Fremantle,Antineoplastic and immunomodulating agents,0.31,0.26,0.25,0.25,"8,064","2,500","2,097","2,016","2,016",403,81,0,50702116401,East Fremantle,50702,Fremantle,Perth - South West,Greater Perth
WA,53150,East Fremantle,Respiratory system,0.31,0.35,0.33,0.31,"8,064","2,500","2,822","2,661","2,500",323,161,161,50702116401,East Fremantle,50702,Fremantle,Perth - South West,Greater Perth
QLD,33610,Goondiwindi,Antineoplastic and immunomodulating agents,0.24,0.25,0.23,0.24,"10,410","2,498","2,603","2,394","2,498",104,208,104,30701117301,Goondiwindi,30701,Darling Downs (West) - Maranoa,Darling Downs - Maranoa,Rest of Qld
QLD,35600,Murweh,Blood and blood forming organs,0.63,0.65,0.65,0.62,"3,961","2,495","2,575","2,575","2,456",79,0,119,31503140901,Charleville,31503,Outback - South,Queensland - Outback,Rest of Qld
NT,72200,Katherine,Antiinfectives for systemic use,0.23,0.22,0.18,0.19,"10,836","2,492","2,384","1,950","2,059",108,433,108,70205106701,Katherine,70205,Katherine,Northern Territory - Outback,Rest of NT
SA,40430,Barunga West,Antiinfectives for systemic use,0.93,0.99,0.86,0.89,"2,673","2,486","2,646","2,299","2,379",160,347,80,40502111917,Wakefield - Barunga West,40502,Lower North,Barossa - Yorke - Mid North,Rest of SA
WA,52520,Dalwallinu,Alimentary tract and metabolism,1.74,1.72,1.79,2.01,"1,428","2,485","2,456","2,556","2,870",29,100,314,50902124102,Moora,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
VIC,24250,Mansfield,Antineoplastic and immunomodulating agents,0.24,0.24,0.24,0.24,"10,335","2,480","2,480","2,480","2,480",0,0,0,20401105405,Alexandra,20401,Upper Goulburn Valley,Hume,Rest of Vic.
TAS,65010,Southern Midlands,Sensory organs,0.36,0.33,0.33,0.34,"6,888","2,480","2,273","2,273","2,342",207,0,69,60301106701,Southern Midlands,60301,Central Highlands (Tas.),South East,Rest of Tas.
SA,44830,Mount Remarkable,Respiratory system,0.85,0.94,0.87,0.87,"2,912","2,475","2,737","2,533","2,533",262,204,0,40503112001,Jamestown,40503,Mid North,Barossa - Yorke - Mid North,Rest of SA
WA,56370,Narembeen,Nervous system,3.01,3.09,3.34,3.48,822,"2,474","2,540","2,745","2,861",66,206,115,50902124001,Merredin,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
NSW,11750,Cobar,Blood and blood forming organs,0.61,0.64,0.6,0.64,"4,046","2,468","2,589","2,428","2,589",121,162,162,10501109301,Cobar,10501,Bourke - Cobar - Coonamble,Far West and Orana,Rest of NSW
WA,58820,Waroona,Respiratory system,0.56,0.59,0.56,0.53,"4,399","2,463","2,595","2,463","2,331",132,132,132,50102101601,Waroona,50102,Bunbury,Bunbury,Rest of WA
TAS,65210,Tasman,Respiratory system,0.92,0.92,0.84,0.91,"2,676","2,462","2,462","2,248","2,435",0,214,187,60303107301,Forestier - Tasman,60303,South East Coast,South East,Rest of Tas.
WA,51120,Bruce Rock,Alimentary tract and metabolism,2.41,2.24,1.98,2.07,"1,019","2,456","2,283","2,018","2,109",173,265,92,50902124002,Merredin,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
NSW,17650,Uralla,Genito urinary system and sex hormones,0.41,0.36,0.36,0.36,"5,985","2,454","2,155","2,155","2,155",299,0,0,11001118801,Armidale Surrounds - South,11001,Armidale,New England and North West,Rest of NSW
TAS,60210,Break O'Day,Antineoplastic and immunomodulating agents,0.35,0.35,0.36,0.35,"7,009","2,453","2,453","2,523","2,453",0,70,70,60203106401,St Helens - Scamander,60203,North East,Launceston and North East,Rest of Tas.
QLD,35760,North Burnett,Antineoplastic and immunomodulating agents,0.24,0.24,0.23,0.24,"10,216","2,452","2,452","2,350","2,452",0,102,102,31902150301,Gayndah - Mundubbera,31902,Burnett,Wide Bay,Rest of Qld
VIC,21270,Buloke,Genito urinary system and sex hormones,0.4,0.41,0.4,0.41,"6,118","2,447","2,508","2,447","2,508",61,61,61,21503140001,Buloke,21503,Murray River - Swan Hill,North West,Rest of Vic.
VIC,21270,Buloke,"Systemic hormonal preparations, excl. sex hormones and insulins",0.4,0.37,0.37,0.36,"6,118","2,447","2,264","2,264","2,202",184,0,61,21503140001,Buloke,21503,Murray River - Swan Hill,North West,Rest of Vic.
VIC,26890,West Wimmera,Musculo-skeletal system,0.62,0.6,0.59,0.62,"3,942","2,444","2,365","2,326","2,444",79,39,118,21501139006,Nhill Region,21501,Grampians,North West,Rest of Vic.
WA,59360,Yilgarn,Alimentary tract and metabolism,2.04,2.04,1.92,1.8,"1,196","2,440","2,440","2,296","2,153",0,144,144,50902124201,Mukinbudin,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
QLD,33800,Hinchinbrook,Dermatologicals,0.22,0.18,0.22,0.21,"11,089","2,440","1,996","2,440","2,329",444,444,111,31801146402,Ingham,31801,Charters Towers - Ayr - Ingham,Townsville,Rest of Qld
NSW,16200,Parkes,Dermatologicals,0.17,0.17,0.15,0.15,"14,347","2,439","2,439","2,152","2,152",0,287,0,10302106208,Condobolin,10302,Lachlan Valley,Central West,Rest of NSW
QLD,30300,Balonne,Blood and blood forming organs,0.56,0.57,0.55,0.54,"4,353","2,438","2,481","2,394","2,351",44,87,44,30701117101,Balonne,30701,Darling Downs (West) - Maranoa,Darling Downs - Maranoa,Rest of Qld
NT,71300,East Arnhem,Cardiovascular system,0.24,0.24,0.24,0.32,"10,111","2,427","2,427","2,427","3,236",0,0,809,70204106201,Anindilyakwa,70204,East Arnhem,Northern Territory - Outback,Rest of NT
QLD,33100,Etheridge,Cardiovascular system,3.36,3.34,3.47,3.8,720,"2,419","2,405","2,498","2,736",14,94,238,31501139701,Croydon - Etheridge,31501,Far North,Queensland - Outback,Rest of Qld
NSW,13660,Gwydir,Genito urinary system and sex hormones,0.49,0.44,0.43,0.39,"4,924","2,413","2,167","2,117","1,920",246,49,197,11002119209,Inverell Surrounds - East,11002,Inverell - Tenterfield,New England and North West,Rest of NSW
NSW,17400,Tenterfield,"Systemic hormonal preparations, excl. sex hormones and insulins",0.35,0.36,0.36,0.36,"6,879","2,408","2,476","2,476","2,476",69,0,0,11002119401,Tenterfield,11002,Inverell - Tenterfield,New England and North West,Rest of NSW
NSW,18020,Warrumbungle,Antineoplastic and immunomodulating agents,0.26,0.27,0.25,0.24,"9,246","2,404","2,496","2,312","2,219",92,185,92,10303107404,Mudgee Surrounds - West,10303,Lithgow - Mudgee,Central West,Rest of NSW
WA,52100,Corrigin,Alimentary tract and metabolism,2.35,2.33,2.23,2.2,"1,022","2,402","2,381","2,279","2,248",20,102,31,50903124602,Brookton,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
WA,50560,Beverley,Antiinfectives for systemic use,1.38,1.37,1.23,1.19,"1,738","2,398","2,381","2,138","2,068",17,243,70,50902124501,York - Beverley,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
SA,48750,Yankalilla,Antineoplastic and immunomodulating agents,0.4,0.36,0.34,0.32,"5,992","2,397","2,157","2,037","1,917",240,120,120,40701114902,Yankalilla,40701,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
QLD,30300,Balonne,Musculo-skeletal system,0.55,0.5,0.56,0.57,"4,353","2,394","2,177","2,438","2,481",218,261,44,30701117101,Balonne,30701,Darling Downs (West) - Maranoa,Darling Downs - Maranoa,Rest of Qld
NSW,14950,Lockhart,Blood and blood forming organs,0.71,0.64,0.68,0.65,"3,370","2,393","2,157","2,292","2,191",236,135,101,10903118111,Corowa Surrounds,10903,Upper Murray exc. Albury,Murray,Rest of NSW
WA,51080,Broomehill-Tambellup,Alimentary tract and metabolism,2.2,2.08,1.8,1.89,"1,087","2,391","2,261","1,957","2,054",130,304,98,50901123104,Kojonup,50901,Albany,Western Australia - Wheat Belt,Rest of WA
NSW,16470,Queanbeyan-Palerang,Cardiovascular system,3.69,3.71,3.63,3.57,"64,233","237,020","238,304","233,166","229,312","1,285","5,139","3,854",10102100801,Karabar,10102,Queanbeyan,Capital Region,Rest of NSW
NSW,16470,Queanbeyan-Palerang,Nervous system,2.79,2.64,2.62,2.59,"64,233","179,210","169,575","168,290","166,363","9,635","1,285","1,927",10102100801,Karabar,10102,Queanbeyan,Capital Region,Rest of NSW
NSW,16470,Queanbeyan-Palerang,Alimentary tract and metabolism,1.68,1.59,1.55,1.52,"64,233","107,911","102,130","99,561","97,634","5,781","2,569","1,927",10102100801,Karabar,10102,Queanbeyan,Capital Region,Rest of NSW
VIC,27630,Yarriambiack,"Systemic hormonal preparations, excl. sex hormones and insulins",0.37,0.37,0.34,0.34,"6,435","2,381","2,381","2,188","2,188",0,193,0,21501139401,Yarriambiack,21501,Grampians,North West,Rest of Vic.
NT,70420,Barkly,Nervous system,0.33,0.26,0.24,0.37,"7,214","2,381","1,876","1,731","2,669",505,144,938,70201105209,Sandover - Plenty,70201,Alice Springs,Northern Territory - Outback,Rest of NT
NSW,14920,Liverpool Plains,"Systemic hormonal preparations, excl. sex hormones and insulins",0.31,0.33,0.27,0.28,"7,660","2,375","2,528","2,068","2,145",153,460,77,10604112908,Scone Surrounds,10604,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW
SA,47910,Tumby Bay,Musculo-skeletal system,0.82,0.79,0.8,0.82,"2,893","2,372","2,285","2,314","2,372",87,29,58,40601113009,Eyre Peninsula,40601,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
WA,59100,Wickepin,Nervous system,3.35,2.99,2.85,3.12,706,"2,365","2,111","2,012","2,203",254,99,191,50903124710,Kulin,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
NSW,14550,Kyogle,Antineoplastic and immunomodulating agents,0.25,0.25,0.25,0.24,"9,453","2,363","2,363","2,363","2,269",0,0,95,11202124501,Casino Surrounds,11202,Richmond Valley - Hinterland,Richmond - Tweed,Rest of NSW
SA,40520,Berri Barmera,Dermatologicals,0.22,0.19,0.2,0.21,"10,713","2,357","2,035","2,143","2,250",321,107,107,40703115901,Barmera,40703,Murray and Mallee,South Australia - South East,Rest of SA
TAS,65210,Tasman,Antiinfectives for systemic use,0.88,0.91,0.86,0.84,"2,676","2,355","2,435","2,301","2,248",80,134,54,60303107301,Forestier - Tasman,60303,South East Coast,South East,Rest of Tas.
SA,43360,Kingston (SA),Musculo-skeletal system,0.99,0.92,0.93,0.93,"2,377","2,353","2,187","2,211","2,211",166,24,0,40702115101,Kingston - Robe,40702,Limestone Coast,South Australia - South East,Rest of SA
WA,55180,Manjimup,"Systemic hormonal preparations, excl. sex hormones and insulins",0.25,0.24,0.24,0.24,"9,410","2,353","2,258","2,258","2,258",94,0,0,50103101901,Manjimup,50103,Manjimup,Bunbury,Rest of WA
VIC,20260,Ararat,Dermatologicals,0.2,0.21,0.2,0.22,"11,754","2,351","2,468","2,351","2,586",118,118,235,20103101304,Avoca,20103,Maryborough - Pyrenees,Ballarat,Rest of Vic.
NSW,11750,Cobar,Musculo-skeletal system,0.58,0.59,0.61,0.63,"4,046","2,347","2,387","2,468","2,549",40,81,81,10501109301,Cobar,10501,Bourke - Cobar - Coonamble,Far West and Orana,Rest of NSW
SA,41140,Clare and Gilbert Va,Antineoplastic and immunomodulating agents,0.25,0.26,0.24,0.24,"9,383","2,346","2,440","2,252","2,252",94,188,0,40502111601,Clare,40502,Lower North,Barossa - Yorke - Mid North,Rest of SA
SA,41750,Elliston,Nervous system,2.27,2.21,2.48,2.73,"1,032","2,343","2,281","2,559","2,817",62,279,258,40601113203,Le Hunte - Elliston,40601,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
NSW,16470,Queanbeyan-Palerang,Antiinfectives for systemic use,0.85,0.82,0.67,0.71,"64,233","54,598","52,671","43,036","45,605","1,927","9,635","2,569",10102100801,Karabar,10102,Queanbeyan,Capital Region,Rest of NSW
NSW,17350,Temora,"Systemic hormonal preparations, excl. sex hormones and insulins",0.39,0.37,0.33,0.33,"5,996","2,338","2,219","1,979","1,979",120,240,0,11303126601,Temora,11303,Wagga Wagga,Riverina,Rest of NSW
SA,48750,Yankalilla,"Systemic hormonal preparations, excl. sex hormones and insulins",0.39,0.41,0.35,0.35,"5,992","2,337","2,457","2,097","2,097",120,360,0,40701114902,Yankalilla,40701,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
QLD,32500,Cook,Antiinfectives for systemic use,0.5,0.46,0.43,0.46,"4,673","2,337","2,150","2,009","2,150",187,140,140,31501139602,Cape York,31501,Far North,Queensland - Outback,Rest of Qld
SA,48640,Wudinna,Alimentary tract and metabolism,2.01,1.97,2.06,1.96,"1,162","2,336","2,289","2,394","2,278",46,105,116,40601113201,Le Hunte - Elliston,40601,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
SA,44830,Mount Remarkable,Antiinfectives for systemic use,0.8,0.77,0.58,0.64,"2,912","2,330","2,242","1,689","1,864",87,553,175,40503112001,Jamestown,40503,Mid North,Barossa - Yorke - Mid North,Rest of SA
WA,52240,Cranbrook,Alimentary tract and metabolism,2.04,1.77,1.77,1.69,"1,141","2,328","2,020","2,020","1,928",308,0,91,50901123101,Kojonup,50901,Albany,Western Australia - Wheat Belt,Rest of WA
NSW,14300,Junee,Sensory organs,0.36,0.44,0.38,0.37,"6,465","2,327","2,845","2,457","2,392",517,388,65,11303126501,Junee,11303,Wagga Wagga,Riverina,Rest of NSW
NSW,16470,Queanbeyan-Palerang,Musculo-skeletal system,0.47,0.45,0.44,0.46,"64,233","30,190","28,905","28,263","29,547","1,285",642,"1,285",10102100801,Karabar,10102,Queanbeyan,Capital Region,Rest of NSW
WA,50840,Bridgetown-Greenbush,Sensory organs,0.42,0.39,0.41,0.42,"5,526","2,321","2,155","2,266","2,321",166,111,55,50103101703,Bridgetown - Boyup Brook,50103,Manjimup,Bunbury,Rest of WA
NSW,17850,Walcha,Respiratory system,0.77,0.76,0.81,0.77,"3,010","2,318","2,288","2,438","2,318",30,151,120,11001118901,Walcha,11001,Armidale,New England and North West,Rest of NSW
VIC,27630,Yarriambiack,Antineoplastic and immunomodulating agents,0.36,0.34,0.37,0.35,"6,435","2,317","2,188","2,381","2,252",129,193,129,21501139401,Yarriambiack,21501,Grampians,North West,Rest of Vic.
NSW,15650,Muswellbrook,Dermatologicals,0.14,0.12,0.12,0.13,"16,540","2,316","1,985","1,985","2,150",331,0,165,10604112601,Muswellbrook,10604,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW
SA,47910,Tumby Bay,Respiratory system,0.8,0.88,0.81,0.81,"2,893","2,314","2,546","2,343","2,343",231,203,0,40601113009,Eyre Peninsula,40601,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
NSW,10800,Bland,Genito urinary system and sex hormones,0.42,0.39,0.42,0.44,"5,494","2,307","2,143","2,307","2,417",165,165,110,10302106901,West Wyalong,10302,Lachlan Valley,Central West,Rest of NSW
WA,55740,Mosman Park,Antineoplastic and immunomodulating agents,0.24,0.24,0.24,0.23,"9,605","2,305","2,305","2,305","2,209",0,0,96,50301103402,Mosman Park - Peppermint Grove,50301,Cottesloe - Claremont,Perth - Inner,Greater Perth
WA,55740,Mosman Park,Dermatologicals,0.24,0.22,0.22,0.24,"9,605","2,305","2,113","2,113","2,305",192,0,192,50301103402,Mosman Park - Peppermint Grove,50301,Cottesloe - Claremont,Perth - Inner,Greater Perth
SA,48130,Wakefield,Antineoplastic and immunomodulating agents,0.33,0.23,0.24,0.24,"6,971","2,300","1,603","1,673","1,673",697,70,0,40502111901,Wakefield - Barunga West,40502,Lower North,Barossa - Yorke - Mid North,Rest of SA
QLD,35600,Murweh,Musculo-skeletal system,0.58,0.57,0.55,0.54,"3,961","2,297","2,258","2,179","2,139",40,79,40,31503140901,Charleville,31503,Outback - South,Queensland - Outback,Rest of Qld
WA,53570,Gingin,Genito urinary system and sex hormones,0.39,0.38,0.39,0.39,"5,890","2,297","2,238","2,297","2,297",59,59,0,50902123904,Gingin - Dandaragan,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
NSW,13850,Hay,Respiratory system,0.81,0.88,0.87,0.95,"2,834","2,296","2,494","2,466","2,692",198,28,227,10902117701,Hay,10902,Lower Murray,Murray,Rest of NSW
VIC,25990,Pyrenees,Antineoplastic and immunomodulating agents,0.3,0.33,0.33,0.28,"7,651","2,295","2,525","2,525","2,142",230,0,383,20103101301,Avoca,20103,Maryborough - Pyrenees,Ballarat,Rest of Vic.
NSW,12150,Coonamble,Musculo-skeletal system,0.6,0.6,0.62,0.63,"3,825","2,295","2,295","2,372","2,410",0,77,38,10501109401,Coonamble,10501,Bourke - Cobar - Coonamble,Far West and Orana,Rest of NSW
WA,58820,Waroona,Sensory organs,0.52,0.52,0.48,0.49,"4,399","2,287","2,287","2,112","2,156",0,176,44,50102101601,Waroona,50102,Bunbury,Bunbury,Rest of WA
WA,53010,Dumbleyung,Nervous system,3.3,3.15,3.1,3.25,693,"2,287","2,183","2,148","2,252",104,35,104,50903124715,Kulin,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
WA,54620,Kondinin,Nervous system,2.64,2.58,2.45,2.73,866,"2,286","2,234","2,122","2,364",52,113,242,50903124702,Kulin,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
QLD,35300,Mount Isa,Antineoplastic and immunomodulating agents,0.12,0.12,0.12,0.12,"19,047","2,286","2,286","2,286","2,286",0,0,0,31502140501,Mount Isa,31502,Outback - North,Queensland - Outback,Rest of Qld
QLD,35300,Mount Isa,Dermatologicals,0.12,0.12,0.12,0.12,"19,047","2,286","2,286","2,286","2,286",0,0,0,31502140501,Mount Isa,31502,Outback - North,Queensland - Outback,Rest of Qld
QLD,35300,Mount Isa,Sensory organs,0.12,0.12,0.12,0.13,"19,047","2,286","2,286","2,286","2,476",0,0,190,31502140501,Mount Isa,31502,Outback - North,Queensland - Outback,Rest of Qld
QLD,35300,Mount Isa,"Systemic hormonal preparations, excl. sex hormones and insulins",0.12,0.13,0.15,0.16,"19,047","2,286","2,476","2,857","3,048",190,381,190,31502140501,Mount Isa,31502,Outback - North,Queensland - Outback,Rest of Qld
SA,47910,Tumby Bay,Antiinfectives for systemic use,0.79,0.85,0.75,0.82,"2,893","2,285","2,459","2,170","2,372",174,289,203,40601113009,Eyre Peninsula,40601,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
